title,content,media,keyword
元ＫＡＲＡ・ハラさん自殺か…ソウルの自宅で遺体発見、最後のインスタ更新は「おやすみ」,"
　韓国の女性グループ、ＫＡＲＡの元メンバー、ク・ハラさんが２４日午後６時９分ごろ、ソウル市内の自宅で遺体となって発見された。２８歳だった。複数の韓国メディアが報じた。警察当局が自殺の可能性も含めて詳しい状況を調べている。ハラさんは昨年１０月に元恋人から受けたリベンジポルノを告白し、今年５月に自殺未遂が報じられたが、苦難を乗り越えて６月から日本で再始動。今月１９日に東京都内で行ったライブが最後の公の場で、「日本で成長する姿を見せたい」と涙で誓った矢先だった。【写真】セクシーなヒップダンスで日本で一大ブームを巻き起こしたＫＡＲＡ　日本での再始動から約半年。ハラさんが早すぎる死を遂げてしまった。

　複数の韓国メディアによると、ハラさんは２４日午後６時９分ごろ、韓国・ソウル市江南区の自宅で亡くなっているのが見つかった。警察当局が自殺の可能性も含めて詳しい状況を調べている。

　ハラさんは今月１４～１９日に日本でツアーを実施したばかり。１９日に東京・青海のＺｅｐｐ　Ｔｏｋｙｏで行った最終公演ではファンとの再会に感涙し、「私のことを待っててくれて心から感謝しています」と日本語であいさつ。今後の芸能活動に意欲を示していたが、これが生涯最後のステージとなってしまった。

　日本の所属事務所はサンケイスポーツの取材に「事実関係を確認中」と説明。本人は２２日に「韓国に用事がある」と帰国していたという。最後の更新となった２３日のインスタグラムでは韓国語で「おやすみ」と書き、ベッドに横たわって微笑する写真をアップしていた。

　日韓で芸能活動に奮闘していたハラさんだが、昨年１０月には元恋人からのリベンジポルノでの脅迫や暴力を告白。今年５月にはソウル市内の自宅で自殺未遂したと報じられ、「心が辛くなってしまいました。これからは心を強くしてまた元気な姿を見ていただけるよう努力します」とコメントを発表。鬱病が原因ともされていた。

　苦難を乗り越え、自殺未遂騒動から１カ月後の６月に日本の芸能事務所と契約してＨＡＲＡ名義でソロとして再始動。ツアーやテレビ出演など精力的に活動していたが、１０月１４日には韓国女性アイドル、ｆ（ｘ）の元メンバーで親友のソルリさんが２５歳で自殺。最近まで元恋人との法廷トラブルが尾を引いていたという情報もある。

　ハラさんは２００８年にＫＡＲＡに加入し、１０年にヒップダンスで知られる「ミスター」で日本デビューしブレーク。１１年にＮＨＫ紅白歌合戦に初出場するなどＫポップブームをけん引した。

　１６年にＫＡＲＡが事実上の解散後はソロで女優や歌手として活動。来月も日本で複数のイベントに出演予定だった。立ち直ったと思った矢先だけに、あまりにも突然で悲しい旅立ちとなった。",サンケイスポーツ,ク・ハラ
ハラさん訃報にファン悲しみの追悼…インスタにコメント７万６０００超,"
　韓国の女性グループ、ＫＡＲＡの元メンバー、ク・ハラさんが２４日午後６時９分ごろ、ソウル市内の自宅で遺体となって発見された。２８歳だった。

　ハラさんの訃報を受け、故人のインスタで世界中のファンが追悼。この日深夜０時半現在、日本語、英語、韓国語など７万６０００超のコメントが寄せられた。「ほんとにほんとに今までお疲れ様でした。ハラちゃんのおかげでＫＡＲＡのおかげでいっぱい元気づけられたよ大好き」と感謝する文章や「何が起きたの？」「嘘だと言ってよ。ソルリと一緒に幸せに」「たくさん苦労したのを知ってる」などと悲しみに暮れるファンの声が相次いだ。",サンケイスポーツ,ク・ハラ
ハラさん訃報にサンスポ記者絶句　日本ライブからわずか５日、笑顔と涙を見たばかり…信じがたい,"
　韓国の女性グループ、ＫＡＲＡの元メンバー、ク・ハラさんが２４日午後６時９分ごろ、ソウル市内の自宅で遺体となって発見された。２８歳だった。【写真】セクシーなヒップダンスで日本で一大ブームを巻き起こしたＫＡＲＡ　今月１９日に東京・青海のＺｅｐｐ　Ｔｏｋｙｏで開催されたハラさんの最後の公演を、サンケイスポーツ記者が単独で取材していた。

　新曲「Ｍｉｄｎｉｇｈｔ　Ｑｕｅｅｎ」や「ミスター」を含むＫＡＲＡのヒット曲メドレーなど、過去と現在の曲を織り交ぜた１３曲。アンコールでは涙を流し、ファンやスタッフに感謝した。

　「私のツアーを見てくださってありがとうございます。私が皆さんの愛をもらっていい人なのか…。（感謝でいっぱいでうまく）言葉にできないんですよ」。ファンが客席で掲げた「ずっと一緒」と書かれたボードを見て、「これから私が皆さんをがっかりさせないように、ハラが日本で成長する姿を見せてあげます。皆さんのために、私のために、頑張りたいと思います。今日でツアーは最後だけど、終わりたくないです」とあふれ出る思いをつないだ。最後はファンからの「おかえり！」との声援に再び声を震わせて「ただいま！」と絶叫。次の再会を約束し、舞台袖に去っていった。

　終演後、初対面のサンケイスポーツ記者と舞台裏であいさつを交わした際は無邪気な笑顔で対応。「（ＭＣでの）日本語が本当に上手ですね」と伝えると、「まだまだ日本語は勉強中です」と照れたような笑み。関係者の姿を見つけると「お父さん！」と言って抱きつき、「来年も（ライブを）やりたい」と意欲を見せていた。再スタートの美しい笑顔と涙を見たばかりなのに、信じがたい。",サンケイスポーツ,ク・ハラ
元「ＫＡＲＡ」ク・ハラさんがソウル自宅で死亡、自殺か…１９日までツアー開催,"
　韓国の女性グループ「ＫＡＲＡ」の元メンバーで６月から日本でソロ活動をしていた歌手のク・ハラさん（２８）が自宅で死亡していたと２４日午後６時過ぎ、韓国メディアが報じた。ソウル・江南警察署が自殺の可能性も含めて死因や死に至った経緯など詳しい状況を調べている。【写真】都内で新楽曲発売記念トークイベントを行った際のＨＡＲＡさん　日本での所属事務所はスポーツ報知の取材にハラさんが死亡した事実を認め、「突然のことで驚いています。現在、韓国側と連絡を取り合い、詳細を確認しています」と話した。今月１３日には新曲「Ｍｉｄｎｉｇｈｔ　Ｑｕｅｅｎ」を発売し、１４日から１９日まで全国４都市を巡るツアーを開催したばかりだった。

　ハラさんは８日に東京・池袋のサンシャイン噴水広場で行われた新曲発売イベントを開催。「ゆくゆくは全国ドームツアーをしたいし、東京ドームでソロライブをしたいです」と意気込みを語っていた。日本での活動を見守っていた事務所関係者は「再始動できて大喜びだった。『これからも日本で頑張ります』と話していたのに…信じられない」と驚いている。ここ最近は特に変わった様子はなく、むしろ上機嫌だったという。

　２００８年にＫＡＲＡのメンバーとして韓国デビューしたハラさん。１０年８月には「ミスター」で日本デビュー。美脚を強調したショートパンツ姿で腰をくねらすダンスで注目され、「少女時代」と共にＫ―ＰＯＰブームを巻き起こした。１１年にはＮＨＫ紅白歌合戦にも出場した。

　ここ数年はプライベートでトラブルを抱え、昨年９月には元交際相手と暴行や違法撮影などをめぐって告訴合戦に。今年５月には韓国の自宅で自殺未遂して病院に搬送された。６月からは再起を目指し、活動拠点を日本に移していた。同月のテレビ東京系音楽特番では歌唱中に衣装がずり落ちるハプニングもあったが、プロ根性で歌い切った。

　◆ク・ハラ　１９９１年１月１３日、韓国・光州広域市出身。２００８年にＫＡＲＡのメンバーとして韓国デビュー。１０年８月には「ミスター」で日本デビュー。１６年からＫＡＲＡは事実上の解散状態に。１９年６月、プロダクション尾木と契約し、日本でのソロ活動をスタート。",スポーツ報知,ク・ハラ
元ＫＡＲＡ・ハラさん自殺か　８日にイベントで活躍誓ったばかり　５月に自殺未遂騒動,"
　韓国の女性グループ・ＫＡＲＡの元メンバーで、歌手のク・ハラさん（２８）が２４日、ソウル市内の自宅で死亡しているのが見つかったと、現地メディアが報じた。警察当局が自殺の可能性も含めて詳しい状況を調べている。【写真】日本でキュートな笑顔を、振り付けとともに披露していたのに…　日本の所属事務所・プロダクション尾木は「事実関係を確認中です」とコメント。ハラさんは今月１４日から日本国内４都市でのライブツアーを実施して、１９日に東京で最終公演を迎えたばかりだった。同事務所によると、特に変わった様子はなく、２０日と２１日にも日本で仕事をこなして、２２日に韓国に戻っていたという。２３日にはインスタグラムを更新し、韓国語で「おやすみ」とつづっていた。

　ツアーでは元気な様子でＫＡＲＡ時代のヒット曲やソロ曲を披露して、集まったファンに「これからも頑張ります」と前向きに語っていた。最終公演では韓国から両親も来日してステージを見守っていたといい、ハラさんは感極まって涙をこぼすシーンもあった。

　ハラさんは今年５月に自殺未遂騒動を起こして、自宅で意識を失っているのをマネジャーに発見された。６月には同事務所と契約して、活動拠点を日本に移した。

　今月８日には東京・池袋でイベントを行って、報道陣の取材にも対応。「（ファンに）会いたかったけど会えてなかったので、言葉にできないほどうれしいです。再始動ですけど、ハラの姿をいっぱい見せたいです。ＫＡＲＡで東京ドーム公演をやったことあるので、ハラとしてもやりたいです」と意欲を見せていた。",デイリースポーツ,ク・ハラ
ハラさん最後の投稿にファンのコメント殺到「起きて！」,"
　日本でも人気を博した元韓国ガールズグループ「KARA」のハラことク・ハラさんがソウル市内で亡くなったと24日、聯合ニュースなどが報じた。28歳。現地警察は、自殺を図った可能性も念頭に死因を調べている。

　ハラさんがインスタグラムに残した最後の投稿には韓国語、日本語のほか英語、ロシア語などでファンからのコメントが殺到。「起きて！」「何があったのか分かりませんが、お疲れさまでした」「天国では必ず幸せになってください」などの書き込みがあった。",スポニチアネックス,ク・ハラ
元KARA　ハラさん自殺か…日本在住も「用がある」韓国に戻っていた,"
　日本でも人気を博した元韓国ガールズグループ「KARA」のハラことク・ハラさんがソウル市内で亡くなったと24日、聯合ニュースなどが報じた。28歳。現地警察は、自殺を図った可能性も念頭に死因を調べている。【写真】亡くなる前日にインスタグラムで「おやすみ」と投稿したク・ハラさん　24日午後6時ごろ、ハラさんがソウル市江南区の自宅で倒れているのを知人が発見。警察と消防に通報したが、その後死亡が確認された。

　ハラさんは今年、日本でのソロ活動本格化を宣言し、今月13日に新曲「Midnight　Queen」を発売。同14～19日に、4都市6公演の日本ツアーを行ったばかりだった。関係者によると、19日の東京・Zepp　Tokyo公演では満員の客席に感激で涙し「日本で頑張ります！」と力強く語っていた。現在日本在住だがツアー後「用がある」と韓国に戻ったという。亡くなる前日の23日には「おやすみ」と言葉を添えたインスタグラムを更新していた。

　ハラさんは08年に韓国でKARAの一員としてデビュー。10年には「ミスター」で日本デビューし「ヒップダンス」で一世を風靡（ふうび）した。

　解散後は韓国を拠点に活動したが、親日と取れる発言へのバッシングに苦しんだ。昨秋には元交際相手の男性に対する暴行疑惑や、リベンジポルノでの脅迫事件で訴訟に発展。今年5月にはソウル市内で自殺を図り、一時意識不明となった。

　先月14日には親友だった韓国の歌手ソルリさん（享年25）が自殺。日本の所属事務所は精神的ショックなどを考慮し、8日に都内で行った新曲発売イベントで、報道陣からの質問を取りやめるなど配慮をしていた直後だった。日本の関係者は「最近は完全に明るさを取り戻していた」とショックを隠せない。

　◆ク・ハラ　1991年1月13日生まれ、韓国出身。「KARA」の追加メンバーオーディションに合格し、08年7月に加入。10年8月にシングル「ミスター」で日本デビュー。16年まで同グループで活動した。13年にはドラマ「ガリレオ　第2シーズン」（フジテレビ）の最終章にゲスト出演した。趣味は写真撮影、読書。特技は車の運転。血液型B。",スポニチアネックス,ク・ハラ
「EXO」、ク・ハラさんの悲報を受け新譜のティザー日程を調整へ「深い哀悼の意を表する」,"
ガールズグループ「KARA」出身歌手ク・ハラ（HARA）さん（28）の突然の悲報を受け、ボーイズグループ「EXO」が新譜のティザー日程を調整することになった。EXOのプロフィールと写真　「EXO」は今月24日に公式ツイッターを通じて「残念な悲報で予定されていた『EXO』の6枚目のアルバム発売へのティザー日程を調節する」とし「後日再び日程をお知らせする予定なので、お待ちいただいている皆さんのご了解を願いたい」と明らかにした。

　そして「深い哀悼の意を表し、謹んで故人の冥福を祈る」と加えた。

　「EXO」は今月27日に6枚目のアルバムを発表する計画であり、これに先立ちティザー日程などを順次公開する予定だった。

　先だってソウル江南（カンナム）警察署は同日午後ク・ハラさんがソウル江南区清潭洞（チョンダムドン）の自宅で息を引き取ったまま発見されたと明らかにした。現在詳細な事件経緯は捜査中である。

　悲報が伝えれた後、ク・ハラさん側の関係者は「とても悲しく残念なニュースを伝えることになった。故人が最後に行く道に深い哀悼を表する」と残した。

　そして「現在ク・ハラさんの遺族や知人たちの心理的な衝撃と不安が大きい」とし「メディア関係者やファンの方々の弔問をはじめ、デマや推測性のある報道を自粛してくださるよう切に願う」と呼びかけた。

　ク・ハラさんは韓国での所属事務所はなく、日本のエージェンシーと契約を結び活動中であったが、上記の声明文はク・ハラさんのマネージャーを通じて伝えられた。

　ク・ハラさんは2008年に「KARA」のメンバーとしてデビューしとても愛された。ク・ハラさんの合流後「KARA」は、「Rock U」、「Good day」、「Pretty Girl」、「Honey」、「ミスター」、「LUPIN」などの楽曲をヒットさせ高い人気を誇り、日本での活動もまた活発に行った。2015年にはソロとしてデビューし、「Choco chip Cookies」を発表し、その後多数のドラマOSTに参加もした。彼女は歌手活動の他にもSBSドラマ「シティーハンター」などで演技活動も並行し、各種バラエティ番組でも格別の魅力を披露した。",WoW!Korea,ク・ハラ
ク・ハラさん、親友の故ソルリさん死去から42日目となる昨日（11/24）他界へ…,"
故ソルリ（享年25、元（fx））さんの死亡の衝撃が癒されぬまま、親しい同僚として知られたク・ハラさん（28、元KARA）も死亡し、大衆と芸能界からの衝撃が大きい。ハラ（KARA）のプロフィールと写真　ソウル江南（カンナム）警察署は今月24日6時9分ごろにク・ハラさんがソウル江南区清潭洞（チョンダムドン）の自宅で息を引き取ったまま発見されたと明らかにした。警察は現在詳細な事件経緯を捜査中だ。

　ク・ハラさんの関係者も同日「とても悲しく残念なニュースを伝えることになった。故人が最後に行く道に深い哀悼を表する」と公式的にク・ハラさんの死亡のニュースを伝えた。

　ク・ハラさんの突然の死亡の悲報に大衆は大きな衝撃を受けた。最近日本での活動を活発に行ってきており、SNSを通じてもファンたちと頻繁コミュニケーションを図っていたために残念でならない。

　亡くなる1日前の今月23日にもク・ハラさんはSNS活動でファンたちと疎通を図っていた。

　特に今回の悲報はク・ハラさんの芸能界の親友として知られた故ソルリさんの死亡事件による余波が続いている中で伝えられたことで衝撃をさらに加えている。

　ソルリさんが今年10月14日に京畿道（キョンギド）城南市（ソンナムシ）にある自宅で息を引き取ったまま発見された。当時ク・ハラさんはSNSを通じてソルリさんの死を哀悼した。

　彼女は「ソルリちゃん、私が日本にいるからそちらに行けなくてごめんね。このようにあいさつするしかできなくてごめんね」とし「そこであなたがやりたいことをして幸せになるんだよ。あなたの分まで一生懸命生きる」と述べた。

　涙を流しながら悲しむク・ハラさんの姿にファンたちの心配が寄せられると彼女は、「皆さん、私は大丈夫です。私がソルリちゃんと親しい間だから、こんなふうに代わりにソルリちゃんにあいさつしたかった」とし「ごめんなさい。皆さん、心配しないでください」と答えた。

　「あなたの分まで懸命に生きる」と述べたク・ハラさんだったが、ソルリさんの誹謗が伝えられてから42日目に結局残念なニュースを伝えることになった。

　これに芸能界も悲しみに暮れた。女性ソロ歌手のチェ・リナはSNSに「本当にとても悲しい。本当に狂おしいくらい。あまりにも美しい後輩をまた見送った」という文を記載した。また女性グループ「T.T.MA（ティティマ）」出身の女優キム・ソイや歌手で女優のハリスも哀悼の文を公開した。

　ク・ハラさんは2008年に「KARA」のメンバーとしてデビューし、キュートなイメージで愛された。ク・ハラさんの合流後「KARA」は、「Rock U」、「Good day」、「Pretty Girl」、「Honey」、「ミスター」、「LUPIN」などの楽曲をヒットさせ高い人気を誇り、日本での活動もまた活発に行った。2015年にはソロとしてデビューし、「Choco chip Cookies」を発表し、その後多数のドラマOSTに参加もした。

　またク・ハラさんは女優活動やバラエティ番組でも頭角を現した。SBSのドラマ「シティーハンター」を通じて女優として活動したことはもちろん、KBS 2TVの「青春不敗」やOliveTV「ソウルメイト」などのバラエティ番組でも活躍し知名度を上げた。",WoW!Korea,ク・ハラ
"
元ＫＡＲＡク・ハラさん死亡　ソウル自宅で","
日本でも人気を博した韓国のガールズグループＫＡＲＡの元メンバーで、歌手のク・ハラさんが２４日午後、ソウルの自宅で死亡した状態で見つかった。

韓国の警察などによると２４日午後６時ごろ、ク・ハラさんがソウルの自宅で死亡しているのを知人が見つけ、警察と消防に通報した。

死因や経緯は明らかになっていないが、韓国・聯合ニュースは、警察が、自殺の可能性を念頭に捜査していると伝えている。

ク・ハラさんは、韓国のガールズグループＫＡＲＡの元メンバーで、日本でも人気を博したが、去年、元交際相手からリベンジポルノで脅迫されるなどしたと告白し、刑事事件に発展した。

さらに、今年５月には自宅で煙を吸って自殺を図り、その後、「また元気な姿を見てもらえるよう努力します」とのコメントを発表していた。    ",日テレNEWS24,ク・ハラ
ク・ハラ（KARA）さん死去、「すべてが冗談だったら…」中国のネットユーザーも哀悼の意,"
ガールズグループ「KARA」出身歌手ク・ハラ（HARA）さん（28）が息を引き取ったまま発見されたというニュースは海外のファンたちも大きな衝撃を与えた。ハラ（KARA）のプロフィールと写真　ソウル江南（カンナム）警察署は今月24日に「ク・ハラさんが死亡したという通報を受け現在調査中だ」と明らかにした。

　これに先立ち江南警察署は同日午後6時頃ク・ハラさんが江南区の自宅で息を引き取ったまま発見されたという通報を受け付けた。警察はク・ハラさんが極端な選択をした可能性を念頭に置き、正確な死因と死亡の経緯などを調査中である。

　現在警察がク・ハラさんに対する正確な経緯を調査しているが、このニュースは皆を衝撃に陥れた。ク・ハラさんがガールズグループ「KARA」とソロとして韓流をリードしていただけに彼女が活動した国々のネットユーザーたちもまた衝撃に包まれている。

　中国のファンたちも衝撃を受けたのは同じだった。中国の「SINA.COM（ポータルサイト新浪）」など現地メディアの数々はク・ハラさんが息を引き取ったまま発見されたというニュースを伝えた。この記事には数千件のレスが書き込まれた。中国のファンたちは「ク・ハラさんがこれ以上つらくならないように」、「また1人のスターが私たちの元から旅立った」、「すべてが冗談だったらいいのに」など信じられないという反応も見せた。

　一部の中国ネットユーザーは韓国のシステムに一針を刺す場面もあった。ネットユーザーたちは「韓国の芸能人たちはとても悪質なコメントにさらされておりストレスが深刻なようだ」、「故ソルリ（元（fx））さんがこの世を去ったばかりなのにまた残念なことが起こった。制度的に着手しなければならない」と皮肉った。

　一方ク・ハラさんは2016年に「KARA」を脱退後、ソロ歌手や女優として活動した。最近は日本でニューシングルを発売しライブツアーを進行した。",WoW!Korea,ク・ハラ
ク・ハラさん元「KARA」日本所属事務所プロダクション尾木 、”状況把握中、ツアーを希望していた”,"
　歌手ク・ハラさん(28)の死亡の知らせを聞いた日本の所属事務所が、「状況把握中」としながら立場を明らかにした。
24日、日刊スポーツなどのメディアは、ク・ハラさんの日本所属事務所であるプロダクション尾木が明らかにした死亡関連の立場を報道した。
所属事務所は、「(死亡に関する)事実関係と内容を確認している」としながら、「最近ファンの前でドームツアーをしたいと言っていたし、私たちとも追加のツアーを成功させたいという話もしていた」と明らかにした。KARAのプロフィールと写真ク・ハラさんは、8日に日本シングル発売記念イベントを実施し、ファンに「活発な日本活動をしたい」というコメントをしたことがある。
ク・ハラさんの死亡の知らせが伝わるとファンも大きな衝撃に包まれた。ファンは「最近まで日本でのイベントではほほ笑みを見せていた彼女だった」などの反応を見せて哀悼した。
ソウル江南（カンナム）警察はこの日午後6時9分頃、ク・ハラさんがソウル江南区清淡洞（チョンダムドン）の自宅で遺体で発見されたと明らかにした。現在詳しい経緯を捜査中だ。",WoW!Korea,ク・ハラ
ク・ハラさん死去のニュース、日本での悲しみも深く「イベントで笑顔を見せてくれたのに」,"
ガールズグループ「KARA」出身歌手ク・ハラ（HARA）さん（28）の死亡を受けて、日本のメディアも集中的に報道しているが、ファンたちも大きな衝撃を巻き起こしている。ハラ（KARA）のプロフィールと写真　今月24日に日刊スポーツなど主要メディアはク・ハラさんが同日息を引き取ったまま発見されたと先を競って報道した。

　メディアはク・ハラさんが同日午後自宅で死亡した状態で発見されたと伝え「韓国の警察が死因と経緯を把握している」と明らかにした。

　またク・ハラさんが今年6月に日本の芸能事務所と締結した後、日本のファンへ「これまでいろいろご心配をおかけして申し訳ない。今は早く皆さんの前でよい姿をお見せしたい」と発言したことなどを紹介した。

　さらにク・ハラさんが今月初めに東京でシングル発売を記念するイベントなどを開催し活発な活動を繰り広げたことも紹介し残念さを露わにした。

　ク・ハラさんの死亡の知らせが知られるとファンの間に大きな衝撃に包まれた。ファンたちは「最近まで日本のイベントで笑顔を見せてくれたのに」などの反応を見せ哀悼した。

　ソウル江南（カンナム）警察署は同日午後6時9分ごろ、ク・ハラさんがソウル江南区清潭洞（チョンダムドン）の自宅で息を引き取ったまま発見されたと明らかにした。現在詳しい事件の経緯を捜査中である。

　ク・ハラさんは2008年に「KARA」のメンバーとしてデビューしとても愛された。ク・ハラさんの合流後「KARA」は、「Rock U」、「Good day」、「Pretty Girl」、「Honey」、「ミスター」、「LUPIN」などの楽曲をヒットさせ高い人気を誇り、日本での活動もまた活発に行った。2015年にはソロとしてデビューし、「Choco chip Cookies」を発表し、その後多数のドラマOSTに参加もした。彼女は歌手活動の他にもSBS「シティーハンター」などの演技活動も並行し、各種バラエティ番組にも際立つ魅力をアピールした。",WoW!Korea,ク・ハラ
